Sa2code,Total,Japanese,Hungarian,English,Serbian,Spanish,Australian Indigenous,Chinese,Austronesian,Thai,Arabic,Russian,Assyrian,Turkish,Greek,Iranic,Polish,Croatian,Korean,Maltese,French,Dutch,Italian,Vietnamese,Germa,Samoan,Macedonian,Indo Aryan,Tamil,Khmer,Portuguese
210021234,3753,3,3,3582,0,6,0,6,0,3,0,0,0,13,12,0,0,0,0,13,3,6,22,0,18,0,6,0,0,0,0
210031238,27778,14,25,13593,79,153,3,596,250,29,2458,38,210,1098,855,214,212,198,35,332,55,27,2374,284,65,89,64,1900,60,0,31
210051247,14844,3,3,3697,48,200,0,56,199,7,2306,0,1226,3909,200,45,59,55,0,52,16,0,158,735,11,171,28,454,9,0,58
210031239,20660,38,14,12620,51,111,0,527,170,26,858,37,21,446,792,151,104,56,59,111,38,7,1954,101,47,7,48,860,32,0,33
210041240,12637,7,8,11209,12,50,0,41,75,6,32,5,9,23,67,0,31,43,8,87,12,18,208,11,35,8,6,99,0,0,8
210041241,24215,23,25,21523,33,57,3,89,133,30,84,22,8,29,115,6,41,96,3,92,29,27,312,32,76,22,38,125,6,0,11
210051242,11695,0,7,4483,56,126,0,173,167,23,1914,0,507,891,160,54,37,68,4,52,4,0,198,283,7,148,31,611,29,8,26
210051250,6266,6,24,3767,55,38,3,106,73,10,302,0,89,78,309,9,24,76,0,88,10,3,470,19,18,41,21,177,11,0,18
211011251,11241,19,40,8425,24,66,0,609,143,10,40,15,0,10,91,46,75,34,12,6,23,40,73,77,309,7,14,298,40,38,11
210051243,16030,7,12,3950,66,86,0,84,163,13,3086,13,1435,2854,438,57,20,127,0,175,18,7,629,292,6,162,35,489,24,0,25
210051245,17108,14,32,11008,132,117,0,212,173,7,815,16,334,443,547,15,67,191,12,187,18,11,1207,101,41,92,34,346,0,0,22
210051246,12103,3,6,6846,78,60,0,108,82,6,663,7,262,742,379,11,32,189,3,142,20,3,1589,41,18,28,122,219,6,7,14
211011252,25051,34,76,21319,50,99,0,561,135,48,55,42,0,13,112,57,71,23,20,5,57,97,197,66,332,10,6,371,61,21,7
210051249,20052,4,6,6125,63,185,0,246,557,3,2644,13,2525,3124,269,56,57,55,0,60,21,3,558,276,18,145,85,1260,109,3,67
211011254,13033,11,33,9682,22,55,3,956,152,14,55,22,0,8,170,112,39,19,40,6,41,36,138,133,79,6,4,538,125,57,4
211011253,28074,18,54,23996,31,107,4,620,213,37,107,39,0,12,182,69,98,48,49,13,39,93,344,58,233,8,23,365,53,30,16
211011255,6550,9,9,5368,11,28,0,116,66,6,101,8,0,7,126,61,41,17,0,10,6,15,163,7,31,0,12,75,31,0,8
211021262,10007,0,16,8895,3,16,0,149,12,0,44,7,7,0,121,16,4,16,6,7,14,24,236,12,49,0,16,46,0,0,3
211011256,15237,17,49,10752,53,89,0,1094,190,12,257,16,0,37,300,144,80,59,51,9,48,20,344,138,58,6,11,498,114,107,11
211011257,8079,0,45,6008,14,50,0,481,118,0,102,11,0,8,120,24,64,29,11,14,24,5,117,106,20,6,10,281,67,24,7
211031264,29596,17,34,25540,18,115,0,533,163,36,82,29,0,20,119,70,50,34,18,12,38,145,188,88,163,14,18,292,15,84,10
211031265,18014,3,14,16167,4,55,0,245,45,3,62,14,0,19,103,9,28,31,7,11,23,38,203,27,89,0,20,118,17,8,12
211011258,10829,8,56,7300,17,88,0,510,111,7,270,30,0,20,237,80,110,55,23,22,62,16,261,127,58,0,43,478,154,43,13
211011259,13767,6,92,9786,65,64,0,1437,162,23,79,7,0,33,271,61,47,41,42,8,21,30,159,145,58,0,17,449,81,56,4
211011260,17479,21,37,11422,44,52,0,2276,232,31,102,12,0,28,383,102,36,28,51,20,40,62,247,179,79,12,14,804,287,70,21
211021261,15498,36,11,11718,19,43,0,1118,46,9,151,12,0,21,448,113,34,45,42,18,21,30,536,23,91,0,46,174,11,3,7
211031263,11476,13,23,9855,20,36,0,205,58,22,39,6,0,10,65,11,37,23,6,4,16,28,75,82,52,6,14,185,10,82,0
211031266,16010,24,27,11977,19,108,10,950,112,39,84,21,0,11,118,94,113,52,26,11,32,37,167,114,57,0,10,531,19,21,9
211041269,10053,24,26,6398,22,45,0,1399,138,32,33,9,0,9,319,85,35,18,52,10,40,21,174,181,65,7,10,305,48,22,0
211041270,14812,52,19,11025,52,74,0,1328,116,21,51,28,0,7,121,65,55,23,45,12,37,23,267,142,74,0,16,395,33,63,9
211041271,10946,32,17,7424,34,44,0,1161,101,9,40,21,3,6,172,89,34,29,59,4,22,24,170,195,37,0,18,436,22,68,3
211051277,8529,11,5,7671,3,10,0,29,34,3,10,0,0,6,32,3,5,0,0,6,3,120,54,6,77,7,0,31,3,0,0
211041272,9902,23,23,7524,27,49,0,783,72,13,37,22,3,6,123,36,36,29,26,7,15,31,110,127,65,0,0,327,23,29,0
211041273,11417,36,26,7214,18,38,0,1559,120,8,63,34,0,17,610,46,48,39,55,10,36,10,326,96,69,6,13,309,88,13,7
211051274,10063,15,11,9146,5,32,0,59,8,8,18,7,0,0,25,6,21,6,3,6,31,45,44,3,95,0,3,9,3,0,0
211051278,17988,9,19,16283,6,30,6,104,47,14,24,13,0,6,35,3,35,21,0,0,30,85,383,9,90,7,7,77,14,10,9
211051275,9124,3,14,7988,14,13,6,70,49,20,26,5,0,19,29,8,44,21,0,8,16,38,242,18,60,6,7,56,0,0,0
211051276,12844,22,21,11861,4,15,3,20,9,5,9,0,0,0,32,0,30,6,0,0,12,60,90,4,78,4,0,10,3,8,0
212011288,8203,4,6,7702,3,14,0,0,19,0,0,4,0,0,6,0,12,14,0,3,6,22,72,0,25,4,12,7,0,0,4
212011289,17510,13,20,16082,3,30,3,20,28,11,5,14,0,4,37,0,19,23,0,3,34,72,144,4,116,0,3,3,0,0,4
212011290,6529,0,0,6016,4,17,0,10,15,4,0,0,0,0,18,5,8,17,0,6,0,28,102,0,14,7,3,12,0,3,0
211051280,6732,4,6,6030,0,9,0,20,12,3,7,0,0,0,9,0,0,9,0,0,12,75,30,0,69,0,0,13,0,0,3
211051281,20689,14,20,18323,13,52,0,249,104,13,61,13,0,8,75,20,31,36,7,6,35,78,240,23,107,10,34,118,12,11,0
211051282,9657,20,18,8825,7,35,0,23,13,17,0,9,0,0,41,0,23,0,0,6,17,68,45,0,78,0,0,4,0,0,0
212031300,18621,7,33,14271,43,162,0,148,228,20,143,43,6,45,121,301,30,50,11,18,99,58,169,48,41,229,17,570,97,130,21
211051283,9375,7,9,8717,5,9,3,17,19,6,16,0,0,4,21,0,21,0,0,0,18,70,62,15,52,0,0,6,0,0,0
212031301,8209,6,29,6068,20,97,0,102,104,7,73,18,0,11,30,84,9,28,3,10,31,26,74,18,29,49,0,424,48,39,12
212031305,23767,8,102,11900,413,459,6,658,822,30,312,55,32,253,142,972,145,117,5,18,550,26,131,374,59,486,38,2167,311,496,35
211051284,9779,8,18,8939,0,19,3,36,24,14,5,10,0,3,27,0,27,0,6,0,19,36,31,8,82,0,3,6,0,0,0
211051285,7409,6,3,6778,5,7,0,13,0,3,0,3,0,3,30,0,10,11,0,0,12,38,182,0,29,4,3,0,0,6,0
211051286,15985,11,11,14565,8,21,0,30,8,11,0,6,0,0,28,0,21,10,3,7,17,62,48,8,151,4,6,5,0,0,0
212011287,8096,3,33,7284,21,14,0,32,9,6,36,6,0,7,22,13,11,15,4,0,15,25,56,0,17,0,4,83,0,0,3
212011291,12648,6,27,11236,17,40,0,52,48,4,56,10,0,11,48,9,23,30,3,7,49,28,67,3,17,20,0,191,9,8,17
212031302,14570,0,31,10275,68,203,0,185,304,44,103,23,0,28,93,345,51,68,10,10,128,23,134,36,15,64,5,834,117,72,25
212011292,21349,21,52,18029,42,119,0,130,192,23,110,17,0,22,41,51,32,58,8,18,73,73,90,58,64,59,0,432,34,39,49
212021293,22251,19,115,18634,81,128,0,286,121,8,83,55,12,22,123,72,95,91,23,16,98,104,264,25,107,0,13,337,71,4,18
212021294,22987,33,59,17359,48,219,3,583,297,24,231,55,8,70,132,283,81,56,27,16,148,43,168,44,57,57,37,1283,133,12,24
212031303,6717,0,7,5930,21,12,0,36,16,4,30,4,0,0,80,17,6,7,0,8,11,20,94,11,37,4,3,12,3,21,0
212021295,10254,13,94,4858,490,135,3,218,150,13,253,47,6,96,114,441,105,87,5,22,129,29,65,204,43,172,42,584,219,103,3
212031304,8746,0,23,6198,26,98,0,74,141,16,48,13,6,27,39,161,21,26,6,3,45,9,51,40,23,221,10,477,131,43,13
212021296,25501,28,252,12467,637,406,0,1411,386,28,886,109,64,386,637,750,505,405,30,34,224,46,464,398,77,106,96,1608,417,104,56
212021297,10160,3,78,4716,213,222,0,376,209,22,391,12,13,122,89,736,101,86,0,7,128,25,148,77,38,77,25,877,145,179,26
212021298,25883,10,125,17256,196,370,0,728,314,22,398,53,22,109,225,846,202,211,14,34,230,73,300,167,98,145,35,1365,202,181,45
212021299,6985,6,14,5317,56,18,0,158,39,14,65,50,0,45,105,35,29,70,3,12,29,24,233,16,35,0,10,171,10,6,13
212031307,28593,8,108,19488,150,519,5,490,428,33,457,68,11,157,209,1316,94,141,9,29,232,46,277,101,40,124,40,1746,208,175,59
212031308,7477,3,10,6974,15,8,3,12,9,3,7,0,0,6,55,0,6,6,0,0,4,17,51,3,16,0,3,6,3,21,0
212041309,11661,45,54,5047,35,80,0,827,295,15,248,175,35,56,1714,31,71,73,38,3,125,0,429,280,21,3,26,491,117,364,20
212041310,11624,30,47,3306,45,122,0,1515,303,27,222,120,20,52,1294,17,55,55,81,11,51,9,370,470,28,22,15,1489,167,340,20
213051362,18620,20,9,12383,84,201,0,437,524,63,330,42,0,62,154,55,103,78,14,155,28,16,344,195,48,20,123,947,91,17,21
212041311,25922,7,90,7474,837,237,0,1030,379,41,836,251,12,343,308,2267,258,165,7,17,278,46,465,251,46,218,58,3118,943,145,41
212041312,21910,10,87,9246,889,327,0,688,300,17,960,107,23,176,966,661,206,225,24,28,217,92,689,797,58,133,131,1359,532,321,40
212041313,10171,6,12,8397,17,45,0,136,19,6,52,38,0,86,370,3,26,33,6,15,42,19,156,107,52,4,3,108,13,36,0
212041314,20044,24,42,8004,260,244,0,1880,242,42,205,38,17,652,454,85,88,115,33,44,186,28,394,2678,38,83,55,594,237,1522,35
212041316,7390,6,42,3160,159,176,0,259,151,13,239,21,8,71,505,70,55,130,0,11,97,5,195,392,29,22,42,402,84,141,20
212041315,28378,31,161,10435,361,370,0,1489,455,70,518,98,0,353,583,376,245,170,33,39,259,29,544,2970,90,144,32,2960,286,1513,31
213031351,10230,11,16,5285,47,115,6,396,123,28,95,11,0,115,207,31,39,99,10,14,38,11,328,1061,40,8,95,657,42,6,15
212041317,19773,30,57,4055,91,207,0,2924,293,94,170,30,4,89,683,88,69,74,24,93,68,19,433,4852,60,39,31,2222,92,902,16
212041318,12184,3,66,3339,52,141,0,1379,114,65,123,29,4,77,318,40,28,40,16,32,58,6,131,2918,23,30,16,511,27,1608,21
212051319,16254,65,27,9007,54,103,0,2002,283,66,133,119,3,27,973,102,99,58,214,3,86,20,411,212,82,3,0,831,66,6,9
212051320,17710,67,38,5661,8,96,3,4214,828,46,176,93,0,15,1018,106,51,49,268,10,118,16,509,352,34,26,6,1760,220,28,18
212051321,20724,52,50,10979,57,77,3,4358,246,38,72,103,3,8,470,123,81,55,352,15,57,33,202,248,96,9,17,1188,564,36,3
212051322,18485,34,38,8416,32,69,3,4514,255,42,79,66,0,40,534,87,75,28,367,14,34,20,212,375,89,3,14,1347,382,55,10
212051323,14915,77,24,8953,27,52,0,2208,122,32,50,84,0,21,845,45,75,29,262,6,47,18,222,139,87,0,29,688,176,4,16
213041355,15542,16,10,9768,54,248,0,233,247,15,408,9,49,281,468,27,68,286,14,428,9,7,628,115,27,27,525,574,38,3,37
213041356,17701,3,17,14071,125,179,0,119,133,11,168,16,9,81,147,16,61,101,3,336,16,20,163,68,55,137,60,164,17,8,16
212051324,17161,59,42,10511,23,49,0,1999,175,31,73,91,0,10,1083,56,110,39,258,6,39,29,385,187,92,3,11,864,160,9,21
212051326,20235,125,45,10557,52,164,0,1737,322,37,186,172,0,27,2391,34,91,42,217,9,154,16,941,210,66,13,17,1016,127,48,26
212051325,17648,33,44,9078,144,141,0,1808,282,22,201,81,3,53,1576,89,134,140,51,11,101,20,654,558,109,10,71,917,255,41,25
213041357,15803,7,29,12745,88,99,0,87,189,16,93,20,0,42,99,15,44,61,24,203,16,24,140,88,46,60,59,261,14,0,17
213041358,14171,7,10,11457,63,127,3,76,105,16,123,3,8,61,78,15,47,54,0,170,28,9,112,88,40,99,49,212,7,8,11
212051327,19106,47,46,11076,38,62,0,2397,156,26,219,63,3,109,1185,131,108,108,123,18,81,28,739,238,83,0,45,633,263,48,26
213011329,8839,3,4,2254,81,162,0,692,566,10,114,12,6,161,121,9,70,133,6,160,12,4,124,2288,7,55,309,418,45,12,28
213011332,13470,0,24,6356,136,244,0,335,165,12,507,10,87,244,705,4,126,484,9,349,23,5,606,990,29,29,598,265,41,7,25
213011330,22194,19,33,8861,175,503,0,1061,1401,62,415,17,13,371,383,83,130,246,15,622,33,7,504,2316,40,226,456,1109,57,3,60
213011331,8442,0,6,2951,117,176,0,551,563,10,208,6,20,244,178,7,107,171,0,299,8,4,132,842,18,41,472,370,58,6,11
213011333,13528,11,24,4124,210,292,0,620,515,15,395,11,5,354,304,28,95,237,0,510,13,14,194,2505,46,109,706,340,45,3,29
213011334,18885,16,26,5211,434,324,0,559,423,26,480,27,21,189,560,29,166,611,11,959,17,10,386,3511,135,136,437,1307,52,3,32
213011340,17936,14,23,10173,125,145,3,474,228,16,602,13,34,279,828,10,107,589,14,440,27,6,1091,404,46,16,731,604,41,0,31
213021341,11779,18,11,8911,47,51,0,267,98,41,60,4,0,10,190,14,31,95,8,285,23,18,289,108,95,6,56,260,6,0,25
213021342,18747,23,19,11073,231,166,0,599,478,25,583,33,7,31,577,28,108,210,26,542,61,15,553,552,58,20,438,608,40,65,27
213011335,16208,6,47,3397,238,237,0,1047,498,26,311,16,3,130,450,43,156,499,8,633,17,9,208,4327,76,75,408,1021,40,9,22
213021343,13011,14,22,5476,129,47,0,440,160,19,1585,21,0,20,771,6,114,172,15,305,29,9,985,616,56,15,237,231,11,6,15
213041359,2663,3,8,1164,11,3,0,10,9,4,4,0,0,23,35,0,12,8,0,186,0,4,41,11,4,0,19,7,0,0,0
213011336,8839,9,11,3569,30,99,0,407,165,20,155,8,0,61,236,51,85,102,22,64,21,3,226,1252,19,24,80,713,65,0,7
213011337,10636,3,15,2743,40,188,0,792,178,10,174,9,6,86,171,30,123,113,0,614,18,3,381,3378,24,7,42,300,25,4,19
213031348,13201,33,10,5291,54,117,6,1099,219,38,104,15,0,52,294,49,28,90,33,34,41,7,246,1557,43,0,118,1073,34,15,32
213011338,16747,0,11,5025,98,272,0,658,348,27,308,33,0,392,1209,29,157,243,21,790,32,7,536,3279,35,95,551,513,19,4,21
213021344,16158,39,10,12072,130,54,0,199,97,17,483,16,0,31,493,6,80,108,11,48,35,23,411,108,86,3,226,253,3,11,27
213021345,4972,4,11,3169,37,54,0,138,105,16,141,9,0,7,98,9,22,72,11,79,13,0,101,90,8,0,96,172,21,17,27
213021346,14747,17,7,12117,50,77,3,120,54,17,99,19,3,11,389,12,30,107,6,62,38,17,357,92,78,0,91,95,4,15,17
213041360,15464,18,22,7876,155,290,0,562,562,51,359,8,25,275,279,72,92,331,24,399,19,10,408,553,28,40,681,1060,113,7,60
213031347,15931,25,12,5094,108,249,0,1593,357,43,246,8,4,112,185,86,78,88,24,64,17,3,214,3747,21,9,98,655,66,4,24
213031350,8360,6,6,5509,66,70,6,224,83,24,39,7,0,45,302,8,26,49,5,24,29,13,150,421,27,3,164,241,15,4,21
213031349,10165,36,6,4620,94,209,0,1333,166,22,75,21,20,47,200,16,62,124,31,22,37,20,384,1324,36,7,77,283,36,4,24
213051364,32413,75,26,18868,227,253,0,2789,1296,76,427,168,3,72,403,84,109,191,257,191,138,49,455,499,94,29,387,2075,231,92,92
213051365,21976,14,22,12383,113,322,3,590,1171,29,412,30,0,54,127,106,73,77,14,233,61,10,248,213,19,179,173,2227,158,20,34
213051366,11165,24,6,4731,49,158,0,438,552,18,400,9,0,31,44,38,36,22,53,50,28,4,78,192,7,69,90,1480,98,17,12
213031352,13746,35,15,9787,62,96,3,328,62,26,120,9,0,35,753,17,63,75,6,23,31,10,383,430,47,0,265,183,5,3,21
213041353,17154,4,13,15642,36,37,3,29,42,7,23,0,0,11,63,0,17,38,0,64,18,39,102,42,41,14,25,50,3,0,17
214011376,10549,11,13,8678,44,96,3,90,156,11,34,25,6,29,106,81,47,44,0,6,29,12,71,14,24,29,4,183,45,15,11
213041354,26068,29,29,13192,273,694,0,957,1722,39,507,13,28,304,449,141,179,327,83,599,40,13,498,1055,38,79,616,1402,157,6,94
213051361,18977,20,7,12838,96,207,3,290,469,47,361,29,0,49,210,33,88,100,9,295,28,9,494,142,39,53,233,888,136,7,31
213051367,29741,17,54,21496,143,279,0,297,450,38,327,29,3,45,177,33,155,105,37,169,57,23,584,205,74,67,104,992,112,15,46
213051368,10476,3,6,7773,49,49,0,136,85,21,49,25,0,8,130,7,37,27,3,33,22,7,912,15,22,0,114,246,17,0,10
213051369,17304,14,9,13239,72,108,0,177,374,19,141,20,6,16,80,19,43,49,9,82,44,10,123,74,23,41,35,683,79,5,14
213051363,5353,10,11,2760,23,68,0,170,207,12,87,7,3,0,29,9,15,9,11,21,12,6,41,88,8,8,23,698,21,24,8
214011370,19122,11,43,15199,31,130,0,130,241,36,117,52,4,36,139,103,70,55,6,9,62,148,125,54,42,24,6,436,187,44,3
214011371,21582,15,25,17565,65,109,0,284,141,32,87,94,0,20,211,47,84,47,15,7,74,68,169,22,106,28,8,153,27,0,6
214011372,19059,13,38,16108,66,71,0,174,128,22,97,56,0,17,166,25,67,50,4,10,44,43,96,20,90,31,12,115,4,3,11
214011373,17616,22,22,15592,42,53,3,132,43,24,36,39,0,4,155,32,37,27,5,7,41,58,192,11,119,6,3,33,10,10,18
214011374,22496,20,12,20816,19,49,0,82,41,18,80,20,7,4,96,6,28,29,0,15,22,99,145,4,79,6,0,29,6,11,0
214011375,16033,12,25,13611,21,67,3,107,60,23,44,114,0,16,158,14,56,36,13,0,37,39,103,16,119,10,4,84,17,8,18
214021381,17248,32,23,15424,6,45,0,179,15,20,19,17,7,11,122,10,34,51,12,0,53,55,104,9,100,3,6,18,8,7,7
214021382,17087,9,6,15634,6,30,0,31,21,6,12,16,0,3,101,3,3,11,0,4,29,36,142,3,82,0,8,14,0,0,6
214021377,9016,6,8,7737,17,22,0,21,9,12,14,7,0,14,221,0,3,32,0,20,13,26,240,3,23,7,6,5,0,0,0
214021378,5332,8,3,4867,6,0,3,0,9,6,0,6,0,0,8,0,0,3,0,3,26,9,29,0,24,0,0,3,0,0,0
214021379,20299,11,10,18767,5,20,0,28,47,18,13,3,0,10,21,0,16,22,3,9,29,55,47,13,67,0,6,16,3,10,0
214021380,22422,18,11,20216,31,72,0,89,82,18,11,12,0,4,131,17,23,34,6,20,50,65,182,6,72,6,0,21,4,4,9
214021384,19623,17,14,17614,11,21,6,41,30,11,17,10,0,11,149,0,18,33,0,13,26,51,247,9,56,3,9,22,0,4,3
214021385,17451,6,7,16398,4,19,0,28,20,7,7,3,0,7,59,6,15,24,0,6,13,41,95,7,73,0,0,7,0,7,3
